Cairo,Mokattam,Laboratories,Egy Lab,,Street 9 - Upper Plateau 73,16522,
Cairo,Nasr City,Laboratories,Egy Lab,,Abbas Al-Akkad Street - above McDonald's 39,16522,
Cairo,Heliopolis,Laboratories,Egy Lab,,Osman Ibn Affan Street - Safir - above Tawheed Wal Nour 54,16522,
Cairo,Fifth Settlement,Laboratories,Royal Lab,,Silver Star Mall - Akhnaton Street above Saudi Market,16064,
Cairo,Alf Maskan,Laboratories,Royal Lab,,A Gesr El-Suez Street - Alf Maskan Square 100,16064,
Cairo,Maadi,Laboratories,Royal Lab,,Al-Nasr Street - Algeria Square above Ezaby Pharmacy 45,16064,
Cairo,Mokattam,Laboratories,Royal Lab,,Alexandria Buildings - Apartment 8 - in front of Oriental Weavers,16064,
Cairo,Mokattam,Laboratories,Royal Lab,,Street 9 - Fountain Square - in front of Sukariya 14,16064,
Cairo,Hadayek El-Qobba,Laboratories,Royal Lab,,Masr Wal Sudan Street - Building 127 - Masr Wal Sudan Pearl,16064,
Cairo,Helmeyat Zeitoun,Laboratories,Royal Lab,,Mahmoud Attia Street - off Ibn Al-Hakam 29 - Third Floor Apartment 9 above Mobinil,16064,
Cairo,Helwan,Laboratories,Royal Lab,,Mohamed Al-Sayed Street - above Dr. Ahmed Ezaby Pharmacy 38 - next to Helwan Post Office,16064,
Cairo,Dar El-Salam,Laboratories,Royal Lab,,Ahmed Zaki Street - next to Fayda Kamel Station 229,16064,
Cairo,Shubra,Laboratories,Royal Lab,,Shubra Street above Abu Shaleb Shop 22 - First Floor,16064,
Cairo,Nasr City,Laboratories,Royal Lab,,Mahdy Arafa Street - Tenth District 6,16064,
Cairo,Nasr City,Laboratories,Royal Lab,,Abbas Al-Akkad Street 5,16064,
Cairo,Nasr City,Laboratories,Royal Lab,,Abdel Hamid Awad Street - next to Mahgoub Ceramics 41 - above McDonald's - intersection with Mostafa El-Nahas Street,16064,
Cairo,Heliopolis,Laboratories,Royal Lab,,Al-Maqrizy Street - Roxy - Heliopolis 53,16064,
Cairo,Heliopolis,Laboratories,Royal Lab,,Al-Tahawi Street - Safwa Tower 5 - Al-Khalifa Al-Maamoun - Roxy,16064,
Cairo,Heliopolis,Laboratories,Royal Lab,,Magdy Street in front of Shabrawy - New Nozha 22,16064,
Cairo,Heliopolis,Laboratories,Royal Lab,,Al-Nozha Street - Saint Fatima Square 160 - in front of Bank Misr,16064,
Cairo,Heliopolis,Laboratories,Royal Lab,,Al-Tahawi Street off Al-Khalifa Al-Maamoun Street 5 - Safwa Tower - Roxy Floor - Heliopolis - Cairo - 2,16064,
Cairo,Downtown,Laboratories,Royal Lab,,Sherif Pasha Street - Liwa Building - Fourth Floor 2,16064,
Cairo,Fifth Settlement,Laboratories,Al-Ansari Labs,,The Font Mall - off North Ninety Street,19324,
Cairo,Sayeda Zeinab,Laboratories,Al-Ansari Labs,,Al-Maris Street - in front of Abu El-Reesh Hospital Reception 6,19324,
Cairo,Maadi,Laboratories,Al-Ansari Labs,,Street 9 - next to CIB Bank 36,19324,
Cairo,Shubra,Laboratories,Al-Ansari Labs,,Shubra Street - Masarra intersection 60,19324,
Cairo,Nasr City,Laboratories,Al-Ansari Labs,,Mostafa El-Nahas Street - next to Oriental Weavers 13,19324,
Cairo,Heliopolis,Laboratories,Al-Ansari Labs,,Triumph Square 7,19324,
Cairo,Heliopolis,Laboratories,Al-Ansari Labs,,A Baghdad Street - Korba - Doctors Tower 27,19324,
Cairo,Downtown,Laboratories,Al-Ansari Labs,,Noubar Street - corner of Sheikh Rihan 41,19324,
Cairo,Salam City,Laboratories,Al-Hekma Labs,,Republic Residences - Alexandria Square 87 - above Fermawi,16059,
Cairo,El Shorouk,Laboratories,Al-Hekma Labs,,Safwa Medical Center - Ninth District in front of Armed Forces Villas,16059,
Provider Name,Provider Type,Address,City,Governorate,Phone 1,Phone 2,Card Type
Al-Hekma Labs,Laboratories,45 Al-Nasr Street - Algeria Square - New Maadi,Maadi,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,119 Manyal Street in front of Faculty of Dentistry,Manyal,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,84 Manyal Street,Manyal,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,157 Gamal Abdel Nasser Street - in front of Orange,Gesr El-Suez,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,1 Al-Azhar Street off Gamal Abdel Nasser - inside Al-Razi Medical Center,Gesr El-Suez,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,81 Helmia Square - Al-Fahim Medical Tower,Helmeyat Zeitoun,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,59 Shubra Street - above Souq Al-Abd next to Omar Effendi,Shubra,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,446 King Faisal Street - Al-Nasr Tower above Al-Abyad Cars,Faisal,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,Corner of Mahdi Arafa Street with Ahmed Al-Zomor Street in front of Mobil Gas Station - Tenth District,Nasr City,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,14 Al-Nozha Street - Clock Square above Misr Pharmacies,Nasr City,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,28 Osman Ibn Affan Street - Ismailia Square - Roma Center,Heliopolis,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,2 Ahmed Sinan Street - Saint Fatima Square next to Credit Agricole Bank,Heliopolis,Cairo,16059,,Orange
Al-Hekma Labs,Laboratories,251 Al-Tahera Tower - Port Said Street - Sayeda Zeinab,Downtown,Cairo,16059,,Orange
Acculab Labs,Laboratories,Medical Park Premier - Unit 308 - behind Air Force Specialized Hospital,Fifth Settlement,Cairo,19868,,Orange
Acculab Labs,Laboratories,11 Middle Gezira Street,Zamalek,Cairo,19868,,Orange
Acculab Labs,Laboratories,33 Kasr El-Aini Street,Kasr El-Aini,Cairo,19868,,Orange
Acculab Labs,Laboratories,Villa 13 - Street 254 - Degla,Maadi,Cairo,19868,,Orange
Acculab Labs,Laboratories,1184 Shubra Street,Shubra,Cairo,19868,,Orange
Acculab Labs,Laboratories,90 Abbas Al-Akkad Street,Nasr City,Cairo,19868,,Orange
Trust Labs,Laboratories,Maadi Clinic - Maadi Corniche,Maadi,Cairo,16183,,Orange
Trust Labs,Laboratories,10 Al-Batal Ahmed Abdel Aziz Street - Mohandesseen,Mohandesseen,Cairo,16183,,Orange
Trust Labs,Laboratories,26 Sherif Street - off Haydar Street - Dahab Mall,Helwan,Cairo,16183,,Orange
Trust Labs,Laboratories,90 Shubra Street - Shubra Roundabout,Shubra,Cairo,16183,,Orange
Trust Labs,Laboratories,62 Al-Hegaz Street - in front of Heliopolis Hospital - Nozha,Heliopolis,Cairo,16183,,Orange
Grand Labs,Laboratories,Mountain View Compound - inside C Care Clinic,Fifth Settlement,Cairo,02 28121005,01220211112,Orange
Grand Labs,Laboratories,114 First Sector - Banks Area next to Al-Borg Restaurant and above Shabrawy Restaurant,Fifth Settlement,Cairo,02 28121005,01211049911,Orange
Grand Labs,Laboratories,115 Selim Al-Awal Street - Manaret El-Zeitoun Towers,Zeitoun,Cairo,02 20674066,01200105876,Orange
Grand Labs,Laboratories,8/2 Al-Nasr Street - in front of Koshary Al-Tahrir - New Maadi,Maadi,Cairo,02 25192835,01200105945,Orange
Grand Labs,Laboratories,40 Shubra Street - next to Shubra District,Shubra,Cairo,02 24606058,01200105209,Orange
Grand Labs,Laboratories,96 Mostafa El-Nahas Street - Doctors Tower,Nasr City,Cairo,02 26706778,01200105313,Orange
Grand Labs,Laboratories,2 Mohamed Abdel Halim Street - off Hassanein Heikal Street - next to Dar Al-Hekma Hospital,Nasr City,Cairo,02 26706778,01200105313,Orange
Grand Labs,Laboratories,60 Nakhla Al-Motee Street - Triumph above Ragab Al-Attar,Heliopolis,Cairo,02 27785251,01211131046,Orange
Grand Labs,Laboratories,11 Sherif Street - in front of Liwa Building,Downtown,Cairo,02 23907228,01200105898,Orange
Hesab Labs,Laboratories,14 Al-Nasr Street,Maadi,Cairo,16987,,Orange
Hesab Labs,Laboratories,10 Ibn Al-Hakam Street,Helmeyat Zeitoun,Cairo,16987,,Orange
Hesab Labs,Laboratories,46 Shubra Street,Shubra,Cairo,16987,,Orange
Hesab Labs,Laboratories,52 Mostafa El-Nahas Street,Nasr City,Cairo,16987,,Orange
Hesab Labs,Laboratories,12 Mohamed Mostafa Hammam Street off Abbas Al-Akkad Street - Viva Al-Akkad Hospital,Nasr City,Cairo,16987,,Orange
Hesab Labs,Laboratories,1 Roxy Square,Heliopolis,Cairo,16987,,Orange
Hesab Labs,Laboratories,15 Osman Ibn Affan Street - Salah El-Din Square,Heliopolis,Cairo,16987,,Orange
Dr. Samir Shaker Labs,Laboratories,2 Beit Al-Ezz Buildings,Matareya,Cairo,02 22821703,01146060566,Orange
Dr. Samir Shaker Labs,Laboratories,99 A Selim Al-Awal Street - in front of Omar Effendi,Helmeyat Zeitoun,Cairo,02 22403816,01278589150,Orange
Dr. Samir Shaker Labs,Laboratories,87 Shubra Street - in front of Omar Effendi,Shubra,Cairo,02 22044155,01066815733,Orange
Dr. Samir Shaker Labs,Laboratories,6 Beginning of Twentieth Street - off 6 October Street,Ain Shams,Cairo,01114090897,01200784474,Orange
Dr. Samir Shaker Labs,Laboratories,14 Mostafa Hafez Street - Gesr El-Suez,Ain Shams,Cairo,,01121094681,Orange
Dr. Samir Shaker Labs,Laboratories,62 Al-Hegaz Street - Heliopolis Square,Heliopolis,Cairo,02 26362559,01128364612,Orange
Dr. Samir Shaker Labs,Laboratories,28 Osman Ibn Affan Street - Roma Center,Heliopolis,Cairo,02 22409003,02 26337910,Orange
Speed Lab,Laboratories,City Plaza Center - off Ninety Street,Fifth Settlement,Cairo,19358,,Orange
Speed Lab,Laboratories,3 Tabib Street - off Akhnaton Street - behind Saudi Supermarket,Fifth Settlement,Cairo,19358,,Orange
Speed Lab,Laboratories,Grand Mall El Shorouk - next to Total Gas Station,El Shorouk,Cairo,19358,,Orange
Speed Lab,Laboratories,385 Ramsis Street - next to Dar El-Shefa Hospital,Abbassia,Cairo,19358,,Orange
Speed Lab,Laboratories,Ibad Al-Rahman City - behind Shooting Club - inside Al-Rahma Hospital,Katameya,Cairo,19358,,Orange
Speed Lab,Laboratories,81 Selim Al-Awal Street - Fahim Tower above Mohamed Fahim Pharmacy,Helmeyat Zeitoun,Cairo,19358,,Orange
Speed Lab,Laboratories,38 Ramsis Street - above Rushdy Pharmacy,Ramsis,Cairo,19358,,Orange
Speed Lab,Laboratories,16 Doletian Street - Khallafawy Square inside Eye Center,Shubra,Cairo,19358,,Orange
Speed Lab,Laboratories,6 Dr. Mohamed Awad Street off Makram Ebeid Street,Nasr City,Cairo,19358,,Orange
Speed Lab,Laboratories,45 Cleopatra Street - inside Prof. Dr. Sobhy Abu Louz Center,Heliopolis,Cairo,19358,,Orange
Speed Lab,Laboratories,45 Thawra Street - in front of Maza Central Exchange inside Elite Center,Heliopolis,Cairo,19358,,Orange
Speed Lab,Laboratories,25 Mohamed Al-Mahdi Street - off Abdullah Diraz Street - Golf Land inside Safwat Al-Golf Hospital,Heliopolis,Cairo,19358,,Orange
Speed Lab,Laboratories,25 Osman Ibn Affan Street - Salah El-Din Square,Heliopolis,Cairo,19358,,Orange
Speed Lab,Laboratories,22 Nehru Street - behind Merryland inside Speed Clinics,Heliopolis,Cairo,19358,,Orange
Speed Lab,Laboratories,22 Rashed Street off Osman Ibn Affan Street - inside My Clinic Complex,Heliopolis,Cairo,19358,,Orange
Cairo Clinical Lab,Laboratories,Downtown Mall Building B next to Carrefour - 15th of May,15th of May,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Al-Nil Al-Saeed Street,Badrashein,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Behind Court - Street 15 - Twins Mall First Floor in front of Nasr Sports Mall,Fifth Settlement,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Building 102 Neighborhood 2 First Floor - Fustat City,Fustat,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,147 Al-Nasr Street - next to Al-Baklawy Pharmacy,Maadi,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Zahraa Maadi - Carrefour Road - above Morgan Fish,Maadi,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,56 Cairo-Helwan Agricultural Road - Badr Tower,Maadi,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Sakr Quraish Street 306 in front of Sakr Quraish Point,Maadi,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,40 Hassanein Al-Desouki Street - Hadayek Maadi,Maadi,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Street 9 intersection with Academy in front of Mokattam Club,Mokattam,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Plot 9361 Eighth District - Mokattam 2 next to Modern University and in front of Om Aziz Restaurant,Mokattam,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Haram Block 300 Building 2 Entrance B Apartment 102 - Haram Street - Etihadia Buildings - Talbiya,Haram,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,32 Zaki Street - Helwan Pearl Tower next to Tawheed Wal Nour,Helwan,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,41 Rail Street above Carrefour,Helwan,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,44 Al-Seify Tower Street in front of Helwan Station,Helwan,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Hadayek Helwan 27 Hassan Hosni Street - Soldier intersection in front of Awlad Ragab,Helwan,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Building 92 Amal Extension - Tora D 1 Q 13,Helwan,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Hassan Al-Sherif Street Second Floor Apartment 3 in front of Al-Manhal School 4,Nasr City,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,Al-Khalifa Al-Maamoun Street Floor 6011 Apartment 809,Heliopolis,Cairo,19454,,Orange
Cairo Clinical Lab,Laboratories,116 Gesr El-Suez Street - Alf Maskan Square,Alf Maskan,Cairo,19454,,Orange
Mitra Labs,Laboratories,6 Mohamed Mahdi Arafa Street off Ahmed Al-Zomor Street - Tenth District,Nasr City,Cairo,15232,,Orange
Mitra Labs,Laboratories,10 Abu Bakr Al-Siddiq Street - Court Square,Heliopolis,Cairo,15232,,Orange
NSA Lab,Laboratories,Silver Star Mall - Second Floor - Mohamed Naguib Axis,Fifth Settlement,Cairo,15176,,Orange
NSA Lab,Laboratories,Rehab Medical Center 1 - Clinic 212 - Second Floor,Rehab City,Cairo,15176,,Orange
NSA Lab,Laboratories,1/1 Intersection of Al-Laselky Street with Al-Nasr Street - Maadi,Maadi,Cairo,15176,,Orange
NSA Lab,Laboratories,280 Shubra Street - Khallafawy,Shubra,Cairo,15176,,Orange
NSA Lab,Laboratories,38 Abbas Al-Akkad Street,Nasr City,Cairo,15176,,Orange
NSA Lab,Laboratories,27 Al-Qobba Street - above Zaks Roxy,Heliopolis,Cairo,15176,,Orange
NSA Lab,Laboratories,2 Fayoum Street - next to Ahram Metro Station,Heliopolis,Cairo,15176,,Orange
NSA Lab,Laboratories,5 Talaat Harb Street,Downtown,Cairo,15176,,Orange
Al-Borg Lab,Laboratories,The Spot Mall in front of Gate 4 of American University - Second Floor,Fifth Settlement,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Silver Mall above Saudi after Akhnaton School,Fifth Settlement,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,187 Al-Mansouriya Street - First Floor above Bank Misr Branch,Darasa,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,208 First Medical Center,Rehab City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,91 Magles Al-Omma corner of Port Said Street,Sayeda Zeinab,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,City Center Buildings - Doctors Tower - Commercial Unit 4 - Plot 9,El Shorouk,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,91 Abbassia Street,Abbassia,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,35 Kasr El-Aini Street next to National Bank in front of Diabetes Institute,Kasr El-Aini,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Sky Gate Mall - Maza Air Base Wall - next to EgyptAir Hospital,Maza,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Extension of New Marg Metro Station - Al-Gomhoreya Street - Al-Amal Tower,New Marg,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,43 Algeria Square - above Awlad Ragab,Maadi,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,1 Street 153 - Freedom Square - above Neama Shoes,Maadi,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,100 Street 9 - Maadi above National Bank,Maadi,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Badr Towers 15 above Carrefour Ring Road Tunnel next to Cleopatra Ceramics,Maadi,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Street 9,Mokattam,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,9 Said Zulfiqar Street - Pasha Square,Manyal,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,70 Al-Merghany Street - Third Floor,Heliopolis,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,17 Taha Hussein Street - in front of Armed Forces Training Institute,New Nozha,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,561 Port Said Street,Bab El-Shaariya,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,49 Noubar Street,Bab El-Louk,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,164 Gesr El-Suez Street - in front of Alf Maskan Station,Gesr El-Suez,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,282 Gamal Abdel Nasser Street - Craftsmen Area,Salam,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,2 A Al-Faroukia Buildings,Gesr El-Suez,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,115 Masr Wal Sudan Street - above Kentucky - Governor Station,Hadayek El-Qobba,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,18 Khaled Ibn Al-Walid Street - in front of Family Court,Hadayek Helwan,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,35/45 Ibn Al-Hakam Street - Beit Al-Ezz Buildings (1) - Ibn Al-Hakam Square - in front of October 6 Club,Helmeyat Zeitoun,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,115 Selim Al-Awal Street,Helmeyat Zeitoun,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,26 A Sherif Pasha Street - Dahab Mall next to Helwan Metro Station,Helwan,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,45 Ahmed Zaki Street - Fayoum Street Extension next to Al-Razi Pharmacy,Dar El-Salam,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,4 Al-Marwa Street behind Roxy Cinema,Roxy,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,170 Al-Nozha Street - Saint Fatima next to Credit Agricole Bank,Saint Fatima,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,18 Artillery Buildings - Golf Land,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,59 Shubra Street,Shubra,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,53 Mohamed Al-Khallafawy Street - Shubra (Khallafawy Square),Shubra,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,42 Abbas Al-Akkad Street - above Al-Essawy Specialized Hospital,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,2 Shaaban Moussa Street corner of Ain Shams Street,Ain Shams,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Unit 1 - 6 October Street - Alexandria Square,Salam City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Youth Engineers Buildings (7B) in front of Electricity Company - Nasr Road,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Intersection of Zaker Hussein with Metwally El-Shaarawy - Tenth District Parking,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,9 Hassan Al-Maamoun Street,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,6 Safwat Al-Mithaq Towers next to Tenth District Mall,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,28 Abdullah Al-Arabi Street - Aviation Street Extension - Seventh District,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,15 Samir Farhat Street - Makram Ebeid Street Extension,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,Madinaty Medical Center - Floor 2 Clinic 207,Madinaty,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,End of Sayed Zakaria Street in front of Central Exchange and Siddiq Mosque,Sheraton Residences,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,897 Nile Corniche Street - First Floor - Al-Gamal Tower,Old Cairo,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,112 Mostafa El-Nahas Street - above QNB Bank,Nasr City,Cairo,19911,,Orange
Al-Borg Lab,Laboratories,31 Imam Ali Street,Heliopolis,Cairo,19911,,Orange
Al-Shams Lab,Laboratories,269 Port Said Street - Pearl Tower in front of Ibn Hamido Shop,Sayeda Zeinab,Cairo,19445,,Orange
Al-Shams Lab,Laboratories,45 Abbassia Street - Daher,Abbassia,Cairo,19445,,Orange
Al-Shams Lab,Laboratories,5 Street 153 - Freedom Tower next to Freedom Square in front of Al-Shawa Mall,Maadi,Cairo,19445,,Orange
Al-Shams Lab,Laboratories,7/1 Intersection of Al-Nasr Street with Al-Laselky above Gad Restaurant,Maadi,Cairo,19445,,Orange
Al-Shams Lab,Laboratories,9 Said Zulfiqar Street - Pasha Square next to Awlad Ragab,Manyal,Cairo,19445,,Orange
Al-Shams Lab,Laboratories,2 B Gesr El-Suez - Al-Faroukia Buildings next to Shabrawy Restaurant,Gesr El-Suez,Cairo,19445,,Orange
Al-Shams Lab,Laboratories,120 Masr Wal Sudan Street - Tawfiqia Building above Raya Market - Abu Mazen Syrian Restaurant - Vodafone,Hadayek El-Qobba,Cairo,19445,,Orange
